title,summary,score,link,reference,category
Pink-Hued Lunar Timepieces,"The OMEGA x Swatch Mission to the Pink Moonphase timepiece has been shown off by the brands as their latest collaboration that's positioned as a truly eye-catching accessory for bold aficionados to don.

The watch is constructed with a 42mm pink Bioceramic case that's paired with matching pushers and crown, and comes set on a pink Velcro strap that's finished with contrasting white stitching. The watch is paired with a black and silver-pink opaline dial that's offset with hour markers and black hands covered in a Super-LumiNova that's pink-hued to further complete the look.

The OMEGA x Swatch Mission to the Pink Moonphase timepiece has two sub-dials alongside a hidden message on the mask, which is only visible under UV light.",5.3,https://www.trendhunter.com/trends/omega-x-swatch-mission-to-the-pink-moonphase,"Michael Hemsworth — March 25, 2025 — Fashion
References: swatch & uncrate", 
Cozy Naturalistic Panama Bakeries,"Mallol Arquitectos' new Panama-based bakery is rooted in sustainability, prioritizing the use of low-impact materials. The business opts for a compacted earth counter, blending locally sourced materials with traditional craftsmanship. Atop the textured counter, coffee machines and pastry displays take center stage, complementing the natural tones of the space. Along two sides, slim high-top tables are thoughtfully positioned, offering a casual spot for patrons. The walls, coated in a locally made textured clay plaster, feature soft, rounded edges and include a series of small, built-in niches.

On the opposite side, a large communal dining table fosters a sense of connection, encouraging guests to engage with one another, while smaller two-person tables are strategically placed throughout the space, creating a balanced and inviting layout.

""The colour and material palette was carefully selected to reflect the brand’s essence and origins, evoking the softness, warmth, and spontaneity of nature,"" said the studio.

Image Credit: Mallol Arquitectos",7.4,https://www.trendhunter.com/trends/mallol-arquitectos,"Kanesa D — March 25, 2025 — Business
References: mallolarquitectos & dezeen", 
Skincare Microbiome Workshops,"A new wave of savvy, well-informed skincare consumers are invested in foundational barrier care, and for those wanting to strengthen and protect their skin while learning how to balance their microbiome for a healthier, more resilient complexion, Lush launched Meet Your Microbiome. Over 45 minutes, consumers who participate in this complimentary educational skincare service get to make their own fresh cleanser to take home, pick up skincare application tips, get insights into their skin and microbiome, and learn more about why Lush chooses to make fresh products with self-preserving formulas.

Lush's best-selling Angels on Bare Skin, for example, gets its gentle cleansing properties from hard-working yet sensitive-friendly ingredients like ground almonds, kaolin, and vegan glycerine, as well as lavender, rose, and blue chamomile for their calming benefits and beautiful aromas.",4.3,https://www.trendhunter.com/trends/meet-your-microbiome,"Laura McQuarrie — March 25, 2025 — Fashion
References: eventbrite & weare.lush", 
Luxury Bowling-Inspired Installations,"The Jacquemus bowling alley is redefining luxury retail with a striking new installation at Neiman Marcus NorthPark in Dallas. This one-of-a-kind experience combines high fashion with a fully functional bowling alley, inviting customers to immerse themselves in the playful world of Jacquemus while discovering the brand’s latest must-have accessory -- the 'Le Petit Turismo' bowling bag.

As the first-ever Jacquemus experiential activation in Dallas, this exclusive collaboration with Neiman Marcus exemplifies the future of luxury retail: interactive, entertaining, and irresistibly Instagrammable. Guests can enjoy a stylish game of bowling while browsing a curated selection of Jacquemus’ most coveted handbags, including designs seen on Kylie Jenner, Bella Hadid, and Dua Lipa.

The installation, running through April 2, celebrates creativity, craftsmanship, and the fusion of fashion and fun.

Image Credit: Neiman Marcus",9.6,https://www.trendhunter.com/trends/the-jacquemus-bowling-alley,"Georgia Wray Norsten — March 25, 2025 — Business
References: wwd", 
Sensorial Fragrance Samples,"Arcade Beauty's reinvented ScentSeal technology now offers a more environmentally friendly sampling experience by eliminating the aluminum layer and replacing it with barrier technology that has no bearing on recyclability. Since the 90s, ScentSeal technology has been used for sampling by direct mail, press inserts, and more with labels affixed to cardboard backing. Renewed for the next generation of fragrance fans, ScentSeal now lets customers apply a gel formula directly to the skin.

ScentSeal's outer label is composed of 48% paper and, depending on the format of the backing card, the entire product makes the most of 70% to 90% paper.

Despite several changes, the shelf life and scent experiences are said to be near-identical to the aluminum versions, and all fragrances are suitable to be sampled with this technology.",6.4,https://www.trendhunter.com/trends/scentseal,"Laura McQuarrie — March 25, 2025 — Fashion
References: arcadebeauty", 
History-Inspired Apparel Collections,"'The Scorpion & The Frog,' the latest release from Tremaine Emory’s Denim Tears, is more than just apparel -- it's a poignant exploration of shared struggles between the African American Civil Rights Movement and the Troubles in Northern Ireland. This thought-provoking collection, debuting at Paris Fashion Week, weaves powerful historical narratives into every piece.

Inspired by 'The Black and the Green' (1983), a documentary by St. Clair Bourne, the collection connects the experiences of Black Americans and Irish nationalists. Key designs include T-shirts featuring slogans like 'No Irish, No Blacks, No Dogs' in Gaelic, alongside symbols of solidarity such as the Black Power emblem. Pieces honoring Angela Davis and Bernadette Devlin McAliskey celebrate their activism.

Collaborations elevate the collection further, with masks by Shin Murayama and reimagined bomber jackets by DELICATE UNIT. Launching online on January 31, The Scorpion & The Frog is a statement in style and storytelling.

Image Credit: Denim Tears",8.8,https://www.trendhunter.com/trends/the-scorpion-the-frog,"Georgia Wray Norsten — January 27, 2025 — Social Good
References: instagram & highsnobiety", 
Solar Energy Camping Platforms,"Electric Outdoors designs the EO Canopy, which is a progressive camping platform that brings all of the comforts of city living is translated to outdoor living. All of the elements are powered by batteries and solar energy without the need for permits for infrastructure developments, the EO Canopy is a trailer. It also generates water as well, making the trailer elevated and luxurious on the market.

The roof has a full solar tracking system and can generate about 45-64 kWh of power each day. The setup is able to power the equivalent of two American homes at a daily rate with enough power to charge electric vehicles as well. It is notably designed to generate surplus solar energy.

Image Credit: Electric Outdoors",8.7,https://www.trendhunter.com/trends/eo-canopy,"Amy Duong — March 25, 2025 — Art & Design
References: electricoutdoors", 
Shimmering Sun Care Oils,"Vacation Shimmer Oil SPF is a fun, luxe new sun care product that's arriving just in time for the summer as ""the 'black tie' of sunscreen oil."" This new addition to Vacation's sun protection portfolio pairs two types of illuminating gold mica shimmer with skin-caring natural oils (argan, marula, coconut and jojoba) with Vitamin E, bisabolol, peptides and hyaluronic acid. This shine-boosting, protective oil is further enhanced with the brand's Vacation’s award-winning signature scent.

With its 80s-inspired aesthetic and better-for-you formulas, Vacation balances nostalgia and innovation, offering sun care products that smell delightful and ignite a passion for sun protection. One retro product at a time, the brand is redefining sun care, making it a joyful and essential part of everyday self-care routines.",5.2,https://www.trendhunter.com/trends/vacation-shimmer-oil,"Laura McQuarrie — May 30, 2024 — Fashion
References: vacation.inc & byrdie", 
Executive Workwear Collections,"Breaking away from conventional workwear constraints, 12th Tribe's new 23-piece collection, created in partnership with workplace influencer Corporate Natalie, introduces architectural silhouettes that challenge traditional office dress codes. The collection's crown jewel is an innovative mocha twill three-piece set, which Corporate Natalie describes as ""my baby of this project... it's a skirt piece, a high neck vest and then a matching blazer, and you can wear all of the pieces with different things in the collection, too. But that set together is just so chic to me."" This versatile ensemble exemplifies the line's commitment to both sophistication and adaptability, allowing for multiple styling combinations.

The collection's sophisticated neutral palette of mocha, taupe, and noir serves as a canvas for distinctive design elements such as architectural necklines, fluid draping, and contemporary cutouts. Additional standout pieces include a black drop-waist midi dress with a sculptural bubble hem and mock-neck sweater vests with modern proportions. Each piece demonstrates meticulous attention to fabrication and fit, with structured poplin shirts featuring subtle twist details, and midi skirts incorporating hidden technical elements for improved movement. This thoughtful fusion of high-style aesthetics with practical workplace functionality signals an evolution in professional dress, where traditional boundaries between corporate and contemporary fashion continue to blur.

Image Credit: 12th Tribe",9.1,https://www.trendhunter.com/trends/12th-tribe-x-corporate-natalie,"Grace Mahas — January 28, 2025 — Pop Culture
References: instagram & 12thtribe", 
Asian Superfood Gummies,"For centuries, herbs have played a vital role in supporting health and wellness, and now, Reprise Health is making trusted traditional Asian ingredients more accessible by offering them in convenient, delicious gummy form.

Gummies were chosen as the fun, novel format for delivering potent ingredients because people are more likely to take them regularly over pills or capsules. Unlike some high-sugar gummies, Reprise gummies contain just three grams of sugar per serving with no potency loss, and the brand likens them to adding honey to herbal tea.

In the Stress Buster Bundle, ingredients like ginseng, turmeric, loquat, and goji are featured. Reprise Health's formulas fueled by ancient Asian superfoods are supportive of everything from gut health and immunity to mental focus and clarity.",7.9,https://www.trendhunter.com/trends/reprise-health,"Laura McQuarrie — March 25, 2025 — Lifestyle
References: reprisehealth & newhope", 
Luxury On-Demand Deliveries,"Luxury retailer Fortnum & Mason is embracing the on-demand delivery trend by teaming up with Zapp, a rapid delivery service, to bring its premium products straight to customers' doorsteps—anytime, day or night. This strategic partnership allows London-based shoppers to enjoy a selection of Fortnum & Mason’s finest offerings, including its iconic loose-leaf teas, curated tea collections, indulgent biscuits, and signature hampers, all available 24/7 with the convenience of instant delivery.

By stepping into the fast-growing quick-commerce sector, Fortnum & Mason is enhancing accessibility to its renowned gourmet products, ensuring that customers can satisfy their cravings or find the perfect last-minute gift at a moment’s notice.

“We are always looking for new ways to bring our products to customers in a way that complements their busy lifestyles. Partnering with leading tech brand Zapp, ensures our customers can enjoy their favourite Fortnum’s treats whenever they wish, delivered in minutes, 24/7,"" said Liz Darran, Chief Brand & Creative Officer at Fortnum & Mason.

Image Credit: Fortnum & Mason",4.9,https://www.trendhunter.com/trends/fortnum-and-mason-1,"Kanesa D — March 25, 2025 — Business
References: fortnumandmason & retailtechinnovationhub", 
Intricately Jeweled Bags,"The LarAllan 'Mary' bag features a luxurious gold metallic fabric and vanity-shaped box design. The statement accessory epitomizes opulence and is crafted with meticulous attention to detail. The bag features a fabric-covered curve handle adorned with a clear crystal fringe, adding a touch of glamour to any outfit and is available in six colors.

While its exterior showcases a diamond pattern detail and elegant gold hardware, its interior features a built-in mirror, allowing for convenient on-the-go touch-ups. It also boasts gold satin lining and includes a practical card pocket for essential items.

LarAllan's Mary bag fuses luxury with practicality and is the perfect evening accessory for formal functions and even the red carpet -- recently making its red carpet debut at the 75th Annual Primetime Emmy Awards where it was worn by actress and award winning writer Jamie Lee.

Image Credit: LarAllan",3.7,https://www.trendhunter.com/trends/larallan-mary-bag,"Jana Pijak — January 19, 2024 — Fashion
References: larallan", 
Winter Getaway Candles,"Sun care brand Vacation, known for its retro aesthetic, is carrying its love of nostalgia into the holiday season with The Royal Pine Deluxe Candle, blending vintage-inspired designs with a festive twist.

While fans of the brand have already collected Vacation-brand candles with sun-soaked scents like Well-Tipped Pool Boy, High Ceiling Resort Lobby and Partial Ocean View Suite, the brand's seasonal candle evokes imagery of an 80s ski chalet. The alluring pine-scented candle opens Vacation's Signature Three Pine Blend of Balsam pine accord, Siberian pine needle and imported Norwegian spruce, and leads into the comforting aroma of cedar, moss, crisp mountain and après-ski winter cashmere.

This luxurious, vegan candle is made with premium soy blend wax and with a 100% cotton wick.",6.7,https://www.trendhunter.com/trends/royal-pine-deluxe-candle,"Laura McQuarrie — October 25, 2024 — Marketing
References: vacation.inc & byrdie", 
Anti-Aging Hydrating Creams,"The Pro-Collagen Anti Aging Marine Cream by Elemis is an award-winning moisturizer that is clinically formulated to ensure quick hydration. It significantly reduces visible fine lines and wrinkles within the span of only two weeks of use. The Pro-Collagen Anti Aging Marine Cream is great for all skin types and addresses issues of visible aging, skin dullness, and dryness.

Some of the notable ingredients in the formula include mimosa, which soothes and tones with a pleasant aroma followed by Rose, which offers a natural fragrance with calming properties, and padina pavonica, an algae that supports natural hydration. The formula is a lightweight premium gel-cream that glides on the skin effortlessly and leaves a silky satin finish.

Image Credit: Elemis, Sephora",7.5,https://www.trendhunter.com/trends/procollagen-anti-aging-marine-cream,"Amy Duong — March 25, 2025 — Fashion
References: sephora", 
Plastic Tube Guides,"Flexible plastic tubes are vital for branding, sustainability, and product protection. Berry Global has launched a free, comprehensive E-Book to help businesses select the correct flexible plastic tube for their needs, ensuring that packaging looks great and performs flawlessly.

The guide details the wide range of applications for flexible plastic tubes, from beauty and personal care to pharmaceuticals, homecare, food, and even lubricants. It explores various material options, recyclability considerations, and customization features, helping brands align their packaging choices with product functionality and sustainability goals.

With the flexible plastic tube market projected to hit $9.5 billion by 2029, Berry Global’s expertise ensures companies stay ahead of the curve. Whether businesses seek post-consumer recycled content or mono-material tubes for enhanced recyclability, this guide will provide the necessary insights.

Image Credit: Berry Global",6.7,https://www.trendhunter.com/trends/flexible-plastic-tubes,"Georgia Wray Norsten — March 25, 2025 — Business
References: cosmeticsbusiness", 
Expansive Child Product Ranges,"The latest Target baby products are being rolled out to the brand's locations as a wide range of items for babies and toddlers that will help parents maximize what they can get for every dollar. The announcement includes more than 2,000 new products that span across nursery, apparel, toys and food, which is positioned by the brand as being 30% more new items than last year. The products are from brands like Good & Gather, Cloud Island and up&up amongst several others that feature price points starting at $0.79 and more than two-thirds of the products priced under $30.

Senior Vice President for Merch Essentials and Beauty Amanda Nusz spoke on the latest Target baby products saying, ""We’re thrilled to announce the growth of our baby assortment at Target, starting with over 2,000 new items for every stage and every small moment in a baby’s life. One-fourth of our guests are shopping for baby, and we’re curating our assortment to give them just what they need. From daily must-haves like diapers to trending items like baby skincare and adorable, affordable gifts to celebrate each baby milestone, we’re supporting families throughout the parenting journey with products that bring joy and convenience to their everyday lives.”",3.6,https://www.trendhunter.com/trends/target-baby-products,"Michael Hemsworth — March 25, 2025 — Life-Stages
References: corporate.target & drugstorenews", 
Makeup-Melting Cleansing Balms,"Elemis shines a spotlight on the Pro-Collagen Makeup Melting Cleansing Balm, which gently melts stubborn makeup away. It is a three-in-one balm that softens and nourishes the skin while removing daily grime, impurities, and makeup. It is suitable for all skin types and is free of mineral oil and phthalates.

The balm melts into a soft oil when it is massaged into the skin. It then becomes a hydrating milky formula when it comes in contact with water. This formula keeps the skin smooth and removes long-wear makeup while deeply cleansing. Some of the highlight ingredients include starflower oil to help soften and smoothen the skin with its natural Omega-6 fatty acid, Elderberry oil as it is a natural antioxidant that reduces greasy feelings, and Optimega Oil to reduce trans-epidermal water loss.

Image Credit: Sephora, Elemis",7.3,https://www.trendhunter.com/trends/procollagen-makeup-melting-cleansing-balm,"Amy Duong — March 25, 2025 — Fashion
References: sephora", 
Anti-Aging Skincare Routine Sets,"Yves Rocher introduces the Lift Pro-Collagène Daily Skincare Routine, which is a set comprised of gentle and natural anti-aging solutions. It works closely with the pores and improves skin texture by tackling daily redness and sensitivities. The set is comprised of the Anti-Wrinkle De-Puffing Eye Care, the Lift Pro-Collagène Double Action Concentrate, and Lift Pro-Collagène Plumping Anti-Wrinkle Day Cream, topped off with a pouch to keep it all in place.

The De-Puffing Eye care visibly corrects puffiness and fine lines for a smooth and bright look. The concentrate renews the look and feel of the skin's texture and tightens the pores with 0.5% pure Bakuchiol, a botanical alternative to Retinol. Finally, the anti-wrinkle day cream smoothes wrinkles in terms of its appearance for a plump and moisturized finish.

Image Credit: Yes Rocher France",7.2,https://www.trendhunter.com/trends/lift-procollagne,"Amy Duong — March 25, 2025 — Fashion
References: yvesrocher", 
Cordyceps-Infused Coffees,"In The Last of Us, a mutated Cordyceps variant begins infecting humans, and in preparation for the release of the second season of the post-apocalyptic HBO series, Four Sigmatic launched a limited-edition Organic High Caf Ground Coffee.

The Last Of Us Organic High Caf Ground Coffee supports mental clarity and energy with cordyceps and lion’s mane mushrooms, Vitamin B12, and coffee bean extract. Taste-wise, the dark roast delivers notes of dark chocolate as part of the coffee experience centered on boosting focus and energy, and lifting moods.

With this product, Four Sigmatic, the official coffee sponsor of HBO Original The Last of Us, created a blend ""infected with energy"" to win over fans and coffee lovers alike.",8.4,https://www.trendhunter.com/trends/high-caf-ground-coffee,"Laura McQuarrie — March 25, 2025 — Marketing
References: us.foursigmatic & instagram", 
Harmonious Fragrant Perfume Sets,"The Comme une Evidence Perfume Set by Yves Rocher evokes well-being with its clear and harmonious notes. The scents begin with a foundation of floral themes as the scents of crumpled violet leaves invite it. This is quickly followed by jasmine, wild lily of the valley blossom, and rose to a floral heart.

All of these notes rest on the basis of moss and patchouli to add some depth. Overall, it embodies a sweet and harmonious combination. The set is comprised of three products. This includes the 50 ml spray Eau de parfum Comme une Evidence, 200 ml Perfumed Body Lotion Comme une Evidence bottle, and 200 ml Perfumed Shower Gel Comme une Evidence bottle.

Image Credit: Yves Rocher France",6.8,https://www.trendhunter.com/trends/comme-une-evidence-perfume-set,"Amy Duong — March 25, 2025 — Fashion
References: yvesrocher", 
At-Home QSR Sauces,"The Chick-fil-A Parmesan Caesar dressing is making its way to retailers in the US as part of the QSR brand's continued expansion into offering consumers an easier way to enjoy their favorite menu items from the comfort of home.

The dressing comes in a 12-ounce bottle and will call to mind the brand's signature creamy caesar dressing that doesn't skimp on parmesan cheese flavor. The dressing is arriving alongside Honey Mustard and Zesty Buffalo sauces in 16-ounce bottles that will be offered in 24-ounce two-packs at select club store retailers this spring.

Director of Consumer Packaged Goods Beth Grant spoke on the Chick-fil-A Parmesan Caesar dressing saying, ""We are excited for the retail launch of our new Parmesan Caesar dressing and introduction of our signature Chick-fil-A Sauce into club stores for the first time. Now, people can have more of their favorite Chick-fil-A flavors in their kitchen, using these products anytime as a simple way to dress up any meal or snack.""

Image Credit: Chick-fil-A",6.8,https://www.trendhunter.com/trends/chickfila-parmesan-caesar,"Michael Hemsworth — March 25, 2025 — Lifestyle
References: prnewswire & foodmanufacturing", 
Whisky Cocktail Mixes,"In collaboration with Chivas Regal, Filthy Food created an all-natural cocktail mix, Gold Rush, that was expressly created to enhance Chivas Regal blended scotch whisky. This non-alcoholic cocktail mix made with bright, fresh, zesty lemon juice and naturally sweet American honey is easy to enjoy by adding Chivas Regal.

This limited-edition collab packaged by the pouch adheres to Filthy Food's commitment to ""No CRAP""—Concentrates, Regrets, Allergens, or Preservatives. Each pouch contains enough mix to make about four cocktails, perfect for simplifying at-home drinking occasions and entertaining small groups.

Although a Gold Rush cocktail is easy to make by adding Chivas Regal, the spirit that this cocktail mix was intended to be paired with can be swapped for gin to create a classic Bee's Knees cocktail.",6,https://www.trendhunter.com/trends/gold-rush-cocktail-mix,"Laura McQuarrie — March 25, 2025 — Lifestyle
References: filthyfood", 
Branded Action Cam Lenses,"The GoPro Anamorphic Lens Mod has been unveiled by the brand as an aftermarket accessory for use with the GoPro HERO 13 Black camera to add in capabilities for creators without having to rely on post-production editing.

The lens utilizes an optical squishing technique that will enable the camera to shoot in a 21:9 aspect ratio and capture high-quality cinematic-style lens flares. The action cam will automatically switch to the appropriate camera mode when it detects the lens has been connected to maximize ease of use.

The GoPro Anamorphic Lens Mod is available for $129.99 and is being added the HB-Series Lens Collection bundle that will also include the Macro lens and Ultra Wide lens for $349.99.

Image Credit: GoPro",9,https://www.trendhunter.com/trends/gopro-anamorphic-lens-mod,"Michael Hemsworth — March 25, 2025 — Tech
References: gopro & theverge", 
Ultra-Premium Audio Headphones,"The Apple AirPods Max headphones are being updated by the brand to give the high-end audio accessory additional capabilities in the form of ultra-low latency audio and more. The headphones will receive 24-bit, 48 kHz lossless audio support that will also extend to the Personalized Spatial Audio feature for music that's more sonically accurate, uncompressed and immersive than ever. The features can be unlocked when connecting the headphones to the audio source via a USB-C connection and will offer Apple Music subscribers with access to more than 100-million songs in lossless audio.

The Apple AirPods Max headphones will also provide ultra-low latency audio performance, which will come as welcome news to gamers. The headphone update will be available to users for free via a firmware update this April.

Image Credit: Apple",8.3,https://www.trendhunter.com/trends/apple-airpods-max-headphones,"Michael Hemsworth — March 25, 2025 — Tech
References: apple & techcrunch", 
Canadian-Focused Campaigns,"'Look for the Leaf' is more than just a tagline; it’s a movement. Maple Leaf Foods is taking a bold stand in response to U.S. tariffs, urging Canadian consumers to support homegrown brands, even if they belong to the competition.

Created by No Fixed Address, this campaign transforms grocery shopping into a patriotic act. With eye-catching out-of-home ads, Maple Leaf Foods is spotlighting the red maple leaf found on other Canadian brands like Dare, Chapman’s, and Gay-Lea -- helping consumers easily identify truly Canadian-made products.

'At a time when tariffs are hitting Canadians, we wanted to do more than highlight our own heritage,' said D’Arcy Finley, VP of brands at Maple Leaf Foods. 'This is about giving people a simple way to support Canadian businesses.'
With over 60% of Canadians shifting away from U.S. products, Look for the Leaf is fueling a nationwide push for economic solidarity.

Image Credit: Ad Age",6.5,https://www.trendhunter.com/trends/look-for-the-leaf,"Georgia Wray Norsten — March 25, 2025 — World
References: mapleleaffoods & adage", 
Color-Changing Beauty Sticks,"The Sephora Collection is expanding to include Color Twisters for the lips and cheeks in oil-in-stick formats with gel-like pigments that shift upon skin contact. These hydrating sticks make magic before the eyes, with shades like yellow that turn into coral, fuchsia that becomes fresh pink, and midnight blue that morphs into a soft berry.

Uniquely, these color-changing beauty sticks with a jelly texture are made of 90% oils, and they melt into skin to leave a fun, flushed finish.

These versatile, sensorial solid sticks can be used in several ways. For a sunkissed effect, Sephora recommends positioning the stick vertically and drawing a horizontal line from cheek to cheek, then blending. Alternatively, a lifted effect can be achieved by sculpting the cheekbones.",9.2,https://www.trendhunter.com/trends/color-twister,"Laura McQuarrie — March 25, 2025 — Fashion
References: sephora", 
Branded EV Rooftop Tents,"The Rivian x iKamper Skycamp Mini has been created in collaboration between the brands as an accessory for drivers of the Rivian R1T electric truck to consider as a way to greatly enhance their overlanding capabilities. The tent is characterized by its pop-up profile that sits tucked inside a hardshell case until it's needed and boasts the ability to work with the Rivian Adventure Key set for increased security. The tent is paired with a deluxe self-inflating mattress that's included with the setup and positioned as a versatile alternative to the traditional foam version that comes with the original Skycamp Mini.

The Rivian x iKamper Skycamp Mini is priced at $4,595 and is on promotion with the brand offering a complimentary Disco Series stove with orders placed through April 15, 2025 while supplies last.

Image Credit: iKamper",9.9,https://www.trendhunter.com/trends/rivian-x-ikamper-skycamp-mini,"Michael Hemsworth — March 25, 2025 — Autos
References: ikamper & theverge", 
Gut-Friendly Soft Drinks,"Gut-friendly drinks are all the rage and Hip Pop crafts naturally refreshing beverages with real fruit, no sweeteners, and live cultures to offer a healthier alternative to both high-sugar sodas and alcohol. Low and sugar and abundant in better-for-you ingredients, Hip Pop soda boasts a quarter of one's daily fiber needs and is ready to be sipped in vibrant, refreshing varieties like Tropical Peach, Pink Grapefruit, and Ginger and Turmeric.

The gut health beverage category is heating up as consumers want simple, delicious ways to support digestion, boost immunity, and promote overall well-being with prebiotics and other beneficial ingredients.

The lightly sparkling 100% natural sodas are free from artificial sweeteners, and unlike the brand's kombucha beverages, Hip Pop sodas do not contain caffeine.",5.1,https://www.trendhunter.com/trends/hip-pop-soda,"Laura McQuarrie — March 25, 2025 — Lifestyle
References: drinkhippop & beveragedaily", 
